filename,set,width,height,bands,crs,dtype,nodata,percent_nodata,sample_min,sample_max,sample_mean,thumb,status,filesize_mb,has_pair,sample_std,percent_zero,cloud_score
development-set/GC01PS03D0021.jpg,development-set,1985,1604,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,90.33116149902344;66.91192626953125;61.08733367919922;95.76312255859375,data/thumbs/development-set_GC01PS03D0021.jpg.jpg,ok,1.284,True,42.183998107910156;37.96200180053711;37.5989990234375;51.79800033569336,1.6;1.589;1.55;1.49,2.215
development-set/GC01PS03D0021.tif,development-set,1985,1604,4,,uint16,0.0,2.253,0.0;0.0;0.0;0.0,2065.0;1706.0;1379.0;3480.0,888.33837890625;896.65478515625;770.6571655273438;1560.2392578125,data/thumbs/development-set_GC01PS03D0021.tif.jpg,ok,24.301,True,225.11000061035156;175.23599243164062;143.29800415039062;498.8160095214844,1.865;1.865;1.865;1.865,4.215
development-set/GC01PS03D0025.jpg,development-set,2211,1489,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,114.61508178710938;111.31838989257812;114.12489318847656;100.86903381347656,data/thumbs/development-set_GC01PS03D0025.jpg.jpg,ok,2.014,True,46.91299819946289;44.4630012512207;45.45000076293945;45.03099822998047,1.25;1.232;1.22;1.471,3.111
development-set/GC01PS03D0025.tif,development-set,2211,1489,4,,uint16,0.0,3.106,0.0;0.0;0.0;0.0,7468.0;6566.0;5886.0;4422.0,1019.78662109375;881.2908935546875;692.5735473632812;1543.9752197265625,data/thumbs/development-set_GC01PS03D0025.tif.jpg,ok,25.126,True,337.0400085449219;269.2049865722656;219.9600067138672;446.6300048828125,2.742;2.742;2.742;2.742,4.136
development-set/GC01PS03D0027.jpg,development-set,1839,1677,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,137.0063934326172;108.11035919189453;121.92564392089844;56.20012664794922,data/thumbs/development-set_GC01PS03D0027.jpg.jpg,ok,1.414,True,50.72600173950195;46.18299865722656;49.0989990234375;47.770999908447266,1.553;1.511;1.337;1.404,4.375
development-set/GC01PS03D0027.tif,development-set,1839,1677,4,,uint16,0.0,4.378,0.0;0.0;0.0;0.0,2721.0;2356.0;2120.0;5515.0,964.469970703125;980.9244384765625;545.2759399414062;3274.232177734375,data/thumbs/development-set_GC01PS03D0027.tif.jpg,ok,23.539,True,414.24700927734375;304.6400146484375;199.70599365234375;760.7860107421875,3.992;3.992;3.992;3.992,4.58
development-set/GC01PS03D0028.jpg,development-set,1839,1677,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,141.0708770751953;113.80205535888672;122.116455078125;66.79441833496094,data/thumbs/development-set_GC01PS03D0028.jpg.jpg,ok,1.58,True,49.694000244140625;46.60599899291992;49.358001708984375;46.79800033569336,1.494;1.41;1.27;1.356,4.375
development-set/GC01PS03D0028.tif,development-set,1839,1677,4,,uint16,0.0,4.378,0.0;0.0;0.0;0.0,3167.0;2633.0;2038.0;5075.0,669.2249755859375;644.2408447265625;398.07073974609375;2092.975341796875,data/thumbs/development-set_GC01PS03D0028.tif.jpg,ok,23.539,True,296.7640075683594;213.58299255371094;150.16000366210938;506.489990234375,3.992;3.992;3.992;3.992,3.614
development-set/GC01PS03D0029.jpg,development-set,1839,1677,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,112.1783676147461;81.68872833251953;76.43846130371094;87.04353332519531,data/thumbs/development-set_GC01PS03D0029.jpg.jpg,ok,1.466,True,46.354000091552734;45.10100173950195;45.39899826049805;43.50400161743164,1.516;1.453;1.332;1.335,4.375
development-set/GC01PS03D0029.tif,development-set,1839,1677,4,,uint16,0.0,4.378,0.0;0.0;0.0;0.0,2343.0;1806.0;1799.0;4290.0,779.7899169921875;789.3486328125;693.7138671875;1948.7506103515625,data/thumbs/development-set_GC01PS03D0029.tif.jpg,ok,23.539,True,252.6479949951172;201.68600463867188;172.5959930419922;496.1830139160156,3.992;3.992;3.992;3.992,5.228
development-set/GC01PS03D0030.jpg,development-set,1861,1687,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,92.47137451171875;75.93074798583984;79.04209899902344;52.131282806396484,data/thumbs/development-set_GC01PS03D0030.jpg.jpg,ok,1.354,True,46.347999572753906;45.15399932861328;45.60200119018555;45.9739990234375,1.576;1.51;1.394;1.443,4.106
development-set/GC01PS03D0030.tif,development-set,1861,1687,4,,uint16,0.0,4.113,0.0;0.0;0.0;0.0,2648.0;2147.0;1617.0;4819.0,1279.276611328125;1057.329345703125;666.7083129882812;2675.34716796875,data/thumbs/development-set_GC01PS03D0030.tif.jpg,ok,23.962,True,357.739013671875;259.2460021972656;168.1739959716797;584.3779907226562,3.728;3.728;3.728;3.728,6.499
development-set/GC01PS03D0036.jpg,development-set,1712,1774,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,89.42753601074219;78.70378112792969;71.7046890258789;58.064910888671875,data/thumbs/development-set_GC01PS03D0036.jpg.jpg,ok,1.248,True,52.1349983215332;50.49300003051758;51.40299987792969;51.404998779296875,1.481;1.474;1.4;1.456,5.461
development-set/GC01PS03D0036.tif,development-set,1712,1774,4,,uint16,0.0,5.456,0.0;0.0;0.0;0.0,3104.0;2759.0;2084.0;4769.0,1640.4351806640625;1350.8428955078125;890.4855346679688;2834.028076171875,data/thumbs/development-set_GC01PS03D0036.tif.jpg,ok,23.181,True,504.1239929199219;377.10198974609375;243.76699829101562;717.8309936523438,5.073;5.073;5.073;5.073,9.931
development-set/GC01PS03D0037.jpg,development-set,1712,1774,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,163.45411682128906;137.92562866210938;147.2113037109375;75.0306167602539,data/thumbs/development-set_GC01PS03D0037.jpg.jpg,ok,1.523,True,60.87099838256836;52.542999267578125;57.54499816894531;57.29399871826172,1.411;1.384;1.329;1.354,5.462
development-set/GC01PS03D0037.tif,development-set,1712,1774,4,,uint16,0.0,5.456,0.0;0.0;0.0;0.0,4487.0;4262.0;5879.0;5667.0,834.3710327148438;876.4522705078125;508.3502502441406;3264.1884765625,data/thumbs/development-set_GC01PS03D0037.tif.jpg,ok,23.181,True,555.8369750976562;393.3710021972656;273.39801025390625;1010.4520263671875,5.073;5.073;5.073;5.073,3.522
development-set/GC01PS03D0038.jpg,development-set,1712,1774,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,127.82105255126953;101.240966796875;109.46649169921875;89.82035064697266,data/thumbs/development-set_GC01PS03D0038.jpg.jpg,ok,1.449,True,57.7400016784668;51.987998962402344;51.08000183105469;48.707000732421875,1.346;1.402;1.288;1.39,5.461
development-set/GC01PS03D0038.tif,development-set,1712,1774,4,,uint16,0.0,5.456,0.0;0.0;0.0;0.0,2888.0;2693.0;2497.0;4763.0,919.7989501953125;830.015869140625;586.7034912109375;2012.02392578125,data/thumbs/development-set_GC01PS03D0038.tif.jpg,ok,23.181,True,414.9580078125;279.5889892578125;208.76800537109375;589.031982421875,5.073;5.073;5.073;5.073,4.379
development-set/GC01PS03D0039.jpg,development-set,1910,1643,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,141.08407592773438;117.73123931884766;129.20326232910156;86.38619232177734,data/thumbs/development-set_GC01PS03D0039.jpg.jpg,ok,1.496,True,54.04800033569336;48.327999114990234;50.277000427246094;54.37300109863281,1.451;1.443;1.376;1.505,5.647
development-set/GC01PS03D0039.tif,development-set,1910,1643,4,,uint16,0.0,5.651,0.0;0.0;0.0;0.0,2807.0;2353.0;1706.0;5207.0,703.9874267578125;725.1714477539062;486.47039794921875;2863.71630859375,data/thumbs/development-set_GC01PS03D0039.tif.jpg,ok,23.952,True,338.78399658203125;258.5790100097656;195.8509979248047;899.5570068359375,5.264;5.264;5.264;5.264,3.707
development-set/GC01PS03D0040.jpg,development-set,2329,1540,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,133.69900512695312;134.9596405029297;148.58355712890625;103.18790435791016,data/thumbs/development-set_GC01PS03D0040.jpg.jpg,ok,2.196,True,59.43299865722656;56.79399871826172;57.6870002746582;53.27399826049805,1.259;1.254;1.199;1.356,5.719
development-set/GC01PS03D0040.tif,development-set,2329,1540,4,,uint16,0.0,1.746,0.0;0.0;0.0;0.0,3726.0;3282.0;3060.0;4788.0,1316.86767578125;1248.00732421875;1066.2862548828125;2194.57470703125,data/thumbs/development-set_GC01PS03D0040.tif.jpg,ok,27.373,True,382.3659973144531;289.46099853515625;245.41099548339844;586.718017578125,1.326;1.326;1.326;1.326,3.807
development-set/GC01PS03D0043.jpg,development-set,2363,1394,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,76.42489624023438;70.8343505859375;69.31658172607422;59.72066116333008,data/thumbs/development-set_GC01PS03D0043.jpg.jpg,ok,1.284,True,56.95000076293945;53.85100173950195;53.22800064086914;56.71099853515625,1.527;1.497;1.438;1.367,5.53
development-set/GC01PS03D0043.tif,development-set,2363,1394,4,,uint16,0.0,5.535,0.0;0.0;0.0;0.0,3406.0;2550.0;2092.0;4862.0,2024.30126953125;1532.107666015625;1038.2431640625;3052.34326171875,data/thumbs/development-set_GC01PS03D0043.tif.jpg,ok,25.14,True,631.2630004882812;436.6499938964844;289.8909912109375;862.4520263671875,5.147;5.147;5.147;5.147,15.827
development-set/GC01PS03D0044.jpg,development-set,1851,1553,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,188.72518920898438;174.82371520996094;184.953857421875;109.49220275878906,data/thumbs/development-set_GC01PS03D0044.jpg.jpg,ok,1.637,True,62.5620002746582;56.93000030517578;60.55500030517578;62.6349983215332,1.381;1.356;1.288;1.364,20.583
development-set/GC01PS03D0044.tif,development-set,1851,1553,4,,uint16,0.0,1.123,0.0;0.0;0.0;0.0,5639.0;3768.0;3744.0;5588.0,654.6591796875;789.2216796875;471.4623107910156;3172.035400390625,data/thumbs/development-set_GC01PS03D0044.tif.jpg,ok,21.941,True,326.4360046386719;202.18899536132812;157.22799682617188;735.9130249023438,0.716;0.716;0.716;0.716,3.151
development-set/GC01PS03D0045.jpg,development-set,1851,1553,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,133.78500366210938;136.26016235351562;132.38333129882812;114.68856811523438,data/thumbs/development-set_GC01PS03D0045.jpg.jpg,ok,1.679,True,58.479000091552734;56.63999938964844;58.90800094604492;58.32500076293945,1.378;1.37;1.32;1.365,5.566
development-set/GC01PS03D0045.tif,development-set,1851,1553,4,,uint16,0.0,1.123,0.0;0.0;0.0;0.0,3408.0;2945.0;2499.0;5544.0,1550.7784423828125;1364.63818359375;905.76611328125;3010.055908203125,data/thumbs/development-set_GC01PS03D0045.tif.jpg,ok,21.941,True,461.0119934082031;326.1199951171875;255.76699829101562;563.1489868164062,0.716;0.716;0.716;0.716,4.123
development-set/GC01PS03D0046.jpg,development-set,1851,1553,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,177.25204467773438;160.4374542236328;175.62283325195312;103.87073516845703,data/thumbs/development-set_GC01PS03D0046.jpg.jpg,ok,1.62,True,62.058998107910156;56.28200149536133;56.38800048828125;57.81399917602539,1.32;1.286;1.264;1.347,10.002
development-set/GC01PS03D0046.tif,development-set,1851,1553,4,,uint16,0.0,1.377,0.0;0.0;0.0;0.0,4449.0;3896.0;3727.0;5627.0,648.3339233398438;790.1903076171875;504.2852783203125;3530.0283203125,data/thumbs/development-set_GC01PS03D0046.tif.jpg,ok,21.941,True,261.02099609375;187.61500549316406;139.81100463867188;667.885986328125,0.97;0.97;0.97;0.97,3.265
development-set/GC01PS03D0050.jpg,development-set,1783,1630,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,129.5113525390625;118.63548278808594;141.47390747070312;104.63605499267578,data/thumbs/development-set_GC01PS03D0050.jpg.jpg,ok,1.403,True,48.345001220703125;40.70500183105469;41.9630012512207;49.35300064086914,1.379;1.391;1.367;1.527,3.606
development-set/GC01PS03D0050.tif,development-set,1783,1630,4,,uint16,0.0,3.604,0.0;0.0;0.0;0.0,7615.0;5489.0;6819.0;5428.0,669.7964477539062;620.2024536132812;376.20892333984375;1705.8577880859375,data/thumbs/development-set_GC01PS03D0050.tif.jpg,ok,22.183,True,283.197998046875;221.55099487304688;186.7010040283203;562.927978515625,3.24;3.24;3.24;3.24,2.951
development-set/GC01PS03D0051.jpg,development-set,1982,2106,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,87.86119079589844;76.6115493774414;81.0424575805664;62.46573257446289,data/thumbs/development-set_GC01PS03D0051.jpg.jpg,ok,1.632,True,47.47100067138672;44.005001068115234;45.64699935913086;44.23899841308594,1.515;1.496;1.401;1.629,3.442
development-set/GC01PS03D0051.tif,development-set,1982,2106,4,,uint16,0.0,3.433,0.0;0.0;0.0;0.0,3596.0;3199.0;2610.0;5181.0,1560.1248779296875;1417.155517578125;1050.111328125;2978.851806640625,data/thumbs/development-set_GC01PS03D0051.tif.jpg,ok,31.858,True,433.614990234375;341.4859924316406;269.406005859375;663.9730224609375,3.053;3.053;3.053;3.053,7.013
development-set/GC01PS03D0052.jpg,development-set,1856,1569,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,136.32876586914062;139.83053588867188;146.00433349609375;113.91094970703125,data/thumbs/development-set_GC01PS03D0052.jpg.jpg,ok,1.971,True,59.507999420166016;57.25699996948242;58.21799850463867;52.902000427246094,1.359;1.287;1.188;1.34,6.634
development-set/GC01PS03D0052.tif,development-set,1856,1569,4,,uint16,0.0,1.407,0.0;0.0;0.0;0.0,4531.0;4058.0;3596.0;5079.0,1375.815185546875;1193.511474609375;880.79638671875;2724.026611328125,data/thumbs/development-set_GC01PS03D0052.tif.jpg,ok,22.226,True,403.7659912109375;291.7650146484375;258.0769958496094;509.8550109863281,1.003;1.003;1.003;1.003,3.211
development-set/GC01PS03D0053.jpg,development-set,1905,1652,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,139.80950927734375;142.41331481933594;142.02845764160156;131.4830322265625,data/thumbs/development-set_GC01PS03D0053.jpg.jpg,ok,2.228,True,64.36699676513672;62.95500183105469;64.89399719238281;55.71099853515625,1.364;1.267;1.258;1.397,8.193
development-set/GC01PS03D0053.tif,development-set,1905,1652,4,,uint16,0.0,0.953,0.0;0.0;0.0;0.0,6167.0;5145.0;4050.0;6661.0,1483.308349609375;1349.987060546875;885.7057495117188;3007.384033203125,data/thumbs/development-set_GC01PS03D0053.tif.jpg,ok,24.02,True,363.5419921875;276.8320007324219;223.54800415039062;407.39300537109375,0.59;0.59;0.59;0.59,4.012
development-set/GC01PS03D0061.jpg,development-set,2205,1368,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,154.90206909179688;127.15866088867188;138.53680419921875;67.6389389038086,data/thumbs/development-set_GC01PS03D0061.jpg.jpg,ok,1.255,True,53.15999984741211;43.051998138427734;46.893001556396484;43.57600021362305,1.518;1.591;1.461;1.509,2.094
development-set/GC01PS03D0061.tif,development-set,2205,1368,4,,uint16,0.0,2.065,0.0;0.0;0.0;0.0,2907.0;2451.0;2372.0;5230.0,716.1249389648438;782.1491088867188;495.6337585449219;3285.827880859375,data/thumbs/development-set_GC01PS03D0061.tif.jpg,ok,23.022,True,386.6300048828125;268.5639953613281;202.4320068359375;731.9879760742188,1.706;1.706;1.706;1.706,3.037
development-set/GC01PS03D0062.jpg,development-set,2205,1368,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,98.06856536865234;95.24217987060547;97.04133605957031;57.89323425292969,data/thumbs/development-set_GC01PS03D0062.jpg.jpg,ok,1.559,True,44.08599853515625;41.75;42.24700164794922;37.981998443603516,1.369;1.407;1.322;1.343,2.094
development-set/GC01PS03D0062.tif,development-set,2205,1368,4,,uint16,0.0,2.065,0.0;0.0;0.0;0.0,3113.0;2619.0;2137.0;4555.0,1415.6982421875;1158.9241943359375;792.4732055664062;2829.222412109375,data/thumbs/development-set_GC01PS03D0062.tif.jpg,ok,23.022,True,385.3160095214844;294.2749938964844;204.4149932861328;509.97698974609375,1.706;1.706;1.706;1.706,3.595
development-set/GC01PS03D0069.jpg,development-set,1866,1534,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,174.21932983398438;174.9606475830078;184.3788604736328;123.36582946777344,data/thumbs/development-set_GC01PS03D0069.jpg.jpg,ok,1.63,True,66.55699920654297;62.29100036621094;61.277000427246094;80.74600219726562,1.345;1.128;1.137;1.305,26.605
development-set/GC01PS03D0069.tif,development-set,1866,1534,4,,uint16,0.0,0.634,0.0;0.0;0.0;0.0,5342.0;4942.0;4348.0;5869.0,1023.34228515625;989.4938354492188;795.750244140625;2175.704833984375,data/thumbs/development-set_GC01PS03D0069.tif.jpg,ok,21.848,True,652.344970703125;504.281005859375;419.552001953125;1169.7110595703125,0.306;0.306;0.306;0.306,2.907
development-set/GC01PS03D0071.jpg,development-set,1303,1389,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,115.91300964355469;102.70475006103516;111.43024444580078;97.85227966308594,data/thumbs/development-set_GC01PS03D0071.jpg.jpg,ok,0.993,True,55.16299819946289;47.74800109863281;48.15599822998047;48.56100082397461,1.184;1.177;1.224;1.505,3.94
development-set/GC01PS03D0071.tif,development-set,1303,1389,4,,uint16,0.0,3.942,0.0;0.0;0.0;0.0,4098.0;3631.0;3121.0;5344.0,1093.301025390625;1052.7542724609375;880.0656127929688;2489.992431640625,data/thumbs/development-set_GC01PS03D0071.tif.jpg,ok,13.816,True,435.239013671875;333.84100341796875;299.97698974609375;758.4619750976562,3.566;3.566;3.566;3.566,4.344
development-set/GC01PS03D0075.jpg,development-set,1495,961,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,169.63638305664062;172.8058319091797;177.65357971191406;100.34910583496094,data/thumbs/development-set_GC01PS03D0075.jpg.jpg,ok,0.726,True,61.88199996948242;58.16899871826172;58.051998138427734;60.93899917602539,1.353;1.283;1.283;1.432,13.13
development-set/GC01PS03D0075.tif,development-set,1495,961,4,,uint16,0.0,0.98,0.0;0.0;0.0;0.0,6149.0;5524.0;4601.0;6477.0,994.7779541015625;982.746337890625;695.90625;2407.863525390625,data/thumbs/development-set_GC01PS03D0075.tif.jpg,ok,10.967,True,422.37799072265625;323.697998046875;288.1260070800781;750.6119995117188,0.7;0.7;0.7;0.7,3.119
development-set/GC01PS03D0076.jpg,development-set,2458,6164,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,114.45333099365234;100.44641876220703;125.01602935791016;116.17034912109375,data/thumbs/development-set_GC01PS03D0076.jpg.jpg,ok,6.71,True,56.91299819946289;51.64099884033203;51.12799835205078;54.321998596191406,1.339;1.376;1.362;1.589,6.182
development-set/GC01PS03D0076.tif,development-set,2458,6164,4,,uint16,0.0,6.154,0.0;0.0;0.0;0.0,4041.0;3418.0;2803.0;5242.0,925.30712890625;911.7942504882812;675.7821655273438;2218.162841796875,data/thumbs/development-set_GC01PS03D0076.tif.jpg,ok,115.629,True,373.8590087890625;303.2349853515625;273.8210144042969;856.7139892578125,5.788;5.788;5.788;5.788,4.176
development-set/GC01PS03D0077.jpg,development-set,2458,6164,4,,float32,,0.0,0.0;0.0;0.0;0.0,255.0;255.0;255.0;255.0,85.32170867919922;78.77774810791016;94.82752990722656;86.81787109375,data/thumbs/development-set_GC01PS03D0077.jpg.jpg,ok,6.102,True,58.02399826049805;55.42300033569336;55.308998107910156;50.06999969482422,1.529;1.442;1.376;1.658,6.182
development-set/GC01PS03D0077.tif,development-set,2458,6164,4,,uint16,0.0,6.154,0.0;0.0;0.0;0.0,5357.0;4763.0;4139.0;5930.0,1670.2166748046875;1456.7501220703125;1024.95361328125;2897.828369140625,data/thumbs/development-set_GC01PS03D0077.tif.jpg,ok,115.629,True,560.7050170898438;448.1709899902344;354.1579895019531;843.75,5.788;5.788;5.788;5.788,8.635
